,Country_0,Country_1,Country_2,Country_3,Country_4,Country_5,Country_6,Country_7,Country_8,Year,Status_0,Status_1,LifeExpectancy,AdultMortality,Alcohol,HealthExpendGDP,HepatitisBImmunCover,MeaslesCases,BMI,Under-FiveDeaths,PolioImmunCover,HealthExpendTotalExpend,DiphtheriaImmunCover,HIV/AIDSDeath,GDP,Population,Thinness10-19,Thinness5-9,HDIIncomeCompo,SchoolingYears,Thinness5-19,HepatitisBImmunCover^2,PolioImmunCover^2,DiphtheriaImmunCover^2
10,0,0,0,0,0,0,0,0,1,2005,0,1,57.3,5.676753802268282,0.02,0.8707274033063157,66.0,7.167809184316444,14.2,4.77912349311153,58.0,2.272125885509337,58.0,0.09531017980432487,3.26934571655277,12.459935490503751,3.0106208860477417,3.0204248861443626,0.396,2.186051276738094,3.6838669122903918,4356.0,3364.0,3364.0
11,0,0,0,0,0,0,0,0,1,2004,0,1,57.0,5.683579767338681,0.02,2.790923755376677,67.0,6.1463292576688975,13.8,4.795790545596741,5.0,2.281361456542419,5.0,0.09531017980432487,5.394269852756704,16.998509640371857,3.0204248861443626,3.0301337002713233,0.381,2.0541237336955462,3.6938669956249757,4489.0,25.0,25.0
12,0,0,0,0,0,0,0,0,1,2003,0,1,56.7,5.69035945432406,0.01,2.4923003100268697,65.0,6.683360945766275,13.4,4.812184355372417,41.0,2.2844211223663744,41.0,0.09531017980432487,5.296959162606505,14.676225998668821,3.0301337002713233,3.039749158970765,0.373,2.0149030205422647,3.7037680666076866,4225.0,1681.0,1681.0
13,0,0,0,0,0,0,0,0,1,2002,0,1,56.2,1.3862943611198906,0.01,2.8840938099771143,64.0,7.818832443803404,13.0,4.812184355372417,36.0,2.1701959049483,36.0,0.09531017980432487,5.240931603336766,16.905640049244962,3.039749158970765,1.1631508098056809,0.341,1.9740810260220096,3.139832617527748,4096.0,1296.0,1296.0
14,0,0,0,0,0,0,0,0,1,2001,0,1,55.3,5.75890177387728,0.01,2.448824118055131,63.0,9.07829359105585,12.6,4.812184355372417,35.0,2.174751721484161,33.0,0.09531017980432487,4.774887475018365,14.902881229093968,1.1314021114911006,1.2237754316221157,0.34,1.9315214116032138,1.7047480922384253,3969.0,1225.0,1089.0
15,0,0,0,0,0,0,0,0,1,2000,0,1,54.8,5.7745515455444085,0.01,2.4358004356800476,62.0,8.78462153484075,12.2,4.812184355372417,24.0,2.2192034840549946,24.0,0.09531017980432487,4.749789875598035,12.590508173943816,1.1939224684724346,1.252762968495368,0.33799999999999997,1.8718021769015913,1.7578579175523736,3844.0,576.0,576.0
16,0,0,0,0,0,0,0,1,0,2015,0,1,77.8,4.31748811353631,4.6,5.902565649963353,99.0,0.0,58.0,0.0,99.0,1.9459101490553132,99.0,0.09531017980432487,8.282793484105197,10.27069681518976,0.7884573603642702,0.832909122935104,0.762,2.7212954278522306,1.252762968495368,9801.0,9801.0,9801.0
17,0,0,0,0,0,0,0,1,0,2014,0,1,77.5,2.1972245773362196,4.51,6.063201472765546,98.0,0.0,57.2,0.6931471805599453,98.0,1.9286186519452522,98.0,0.09531017980432487,8.428747430626215,12.573887806186432,0.7884573603642702,0.832909122935104,0.7609999999999999,2.7212954278522306,1.252762968495368,9604.0,9604.0,9604.0
18,0,0,0,0,0,0,0,1,0,2013,0,1,77.2,4.442651256490317,4.76,6.068140775698127,99.0,0.0,56.5,0.6931471805599453,99.0,1.8961194845522977,99.0,0.09531017980432487,8.392926891245157,12.57623176793085,0.832909122935104,0.8754687373538999,0.759,2.7212954278522306,1.308332819650179,9801.0,9801.0,9801.0
19,0,0,0,0,0,0,0,1,0,2012,0,1,76.9,4.465908118654584,5.14,6.024520519106913,99.0,2.302585092994046,55.8,0.6931471805599453,99.0,1.8855533485144158,99.0,0.09531017980432487,8.35434818052441,7.9868449011613825,0.832909122935104,0.8754687373538999,0.752,2.7212954278522306,1.308332819650179,9801.0,9801.0,9801.0
20,0,0,0,0,0,0,0,1,0,2011,0,1,76.6,4.48863636973214,5.37,6.082360681148413,99.0,3.367295829986474,55.1,0.6931471805599453,99.0,1.9035989509835904,99.0,0.09531017980432487,8.397999364061072,12.595394821481149,0.8754687373538999,0.9162907318741551,0.738,2.6602595372658615,1.3609765531356006,9801.0,9801.0,9801.0
21,0,0,0,0,0,0,0,1,0,2010,0,1,76.2,4.5217885770490405,5.28,3.757069671326781,99.0,2.3978952727983707,54.3,0.6931471805599453,99.0,1.8468787684491346,99.0,0.09531017980432487,6.2052824130773905,12.582184463611044,0.8754687373538999,0.9162907318741551,0.725,2.6026896854443837,1.3609765531356006,9801.0,9801.0,9801.0
22,0,0,0,0,0,0,0,1,0,2009,0,1,76.1,4.5217885770490405,5.79,5.855232229409847,98.0,0.0,53.5,0.6931471805599453,98.0,1.9154509415706047,98.0,0.09531017980432487,8.322427294820676,14.889666206198394,0.9162907318741551,0.9555114450274363,0.721,2.580216829592325,1.410986973710262,9604.0,9604.0,9604.0
23,0,0,0,0,0,0,0,1,0,2008,0,1,75.3,0.6931471805599453,5.61,3.6275908050833463,99.0,0.0,52.6,0.6931471805599453,99.0,1.927164106234258,99.0,0.09531017980432487,6.083450222776355,14.896405144368723,0.9555114450274363,0.9555114450274363,0.713,2.5649493574615367,1.4350845252893227,9801.0,9801.0,9801.0
24,0,0,0,0,0,0,0,1,0,2007,0,1,75.9,2.302585092994046,5.58,3.50395107089853,98.0,3.1354942159291497,51.7,0.6931471805599453,99.0,1.9600947840472698,98.0,0.09531017980432487,5.897529758519371,10.299508201816293,0.9555114450274363,0.9932517730102833,0.703,2.533696813957432,1.4586150226995167,9604.0,9801.0,9604.0
25,0,0,0,0,0,0,0,1,0,2006,0,1,74.2,4.605170185988092,5.31,1.4591158739967494,98.0,4.23410650459726,5.8,0.6931471805599453,97.0,1.925707441737794,97.0,0.09531017980432487,3.5871041704908206,14.911635756385875,0.9932517730102833,1.0296194171811581,0.696,2.517696472610991,1.5040773967762742,9604.0,9409.0,9409.0
26,0,0,0,0,0,0,0,1,0,2005,0,1,73.5,2.772588722239781,5.16,3.3319588167807677,98.0,1.9459101490553132,49.9,0.6931471805599453,97.0,1.9629077254238845,98.0,0.09531017980432487,5.635299940781998,12.649116093193125,1.0296194171811581,1.0296194171811581,0.685,2.468099531471619,1.5260563034950492,9604.0,9409.0,9604.0
27,0,0,0,0,0,0,0,1,0,2004,0,1,73.0,2.8903717578961645,4.54,5.406466590142783,99.0,2.0794415416798357,48.9,0.6931471805599453,98.0,1.998773638612381,97.0,0.09531017980432487,7.790525725110208,12.6975319468052,1.0296194171811581,1.0647107369924282,0.6809999999999999,2.4765384001174837,1.547562508716013,9801.0,9604.0,9409.0
28,0,0,0,0,0,0,0,1,0,2003,0,1,72.8,2.9444389791664403,4.29,2.7548885455196648,97.0,2.1972245773362196,47.9,0.6931471805599453,97.0,1.9837562915454279,97.0,0.09531017980432487,5.250604795816188,12.73557379105924,1.0647107369924282,1.0986122886681098,0.674,2.4595888418037104,1.589235205116581,9409.0,9409.0,9409.0
29,0,0,0,0,0,0,0,1,0,2002,0,1,73.3,2.772588722239781,3.73,4.6588712784519215,96.0,2.833213344056216,46.9,0.6931471805599453,98.0,1.9878743481543455,98.0,0.09531017980432487,7.282515635372728,8.163940954755008,1.0986122886681098,1.1314021114911006,0.67,2.4595888418037104,1.62924053973028,9216.0,9604.0,9604.0
30,0,0,0,0,0,0,0,1,0,2001,0,1,73.6,2.70805020110221,4.25,4.576828022375532,96.0,2.9444389791664403,46.0,0.6931471805599453,97.0,1.9459101490553132,97.0,0.09531017980432487,7.19140929218502,10.49609590771746,1.1314021114911006,1.1314021114911006,0.662,2.451005098112319,1.6486586255873816,9216.0,9409.0,9409.0
31,0,0,0,0,0,0,0,1,0,2000,0,1,72.6,2.4849066497880004,3.66,4.529492958027057,96.0,6.4967749901858625,45.0,0.6931471805599453,97.0,1.9823798288367047,97.0,0.09531017980432487,7.070544805715178,10.569469065023304,1.1314021114911006,1.1631508098056809,0.6559999999999999,2.4595888418037104,1.6677068205580763,9216.0,9409.0,9409.0
32,0,0,0,0,0,0,0,1,1,2015,0,1,75.6,2.995732273553991,80.94046121593291,0.0,95.0,4.1588830833596715,59.5,3.2188758248682006,95.0,4.405992900805995,95.0,0.09531017980432487,8.3269433897825,17.501173068258527,1.9459101490553132,1.916922612182061,0.743,2.7343675094195836,2.5494451709255714,9025.0,9025.0,9025.0
33,0,0,0,0,0,0,0,1,1,2014,0,1,75.4,2.4849066497880004,0.01,4.01163878101945,95.0,0.0,58.4,3.2188758248682006,95.0,2.105352923464337,95.0,0.09531017980432487,6.307828277513971,17.481973478503658,1.9459101490553132,1.916922612182061,0.741,2.7343675094195836,2.5494451709255714,9025.0,9025.0,9025.0
34,0,0,0,0,0,0,0,1,1,2013,0,1,75.3,4.727387818712341,0.53,6.301612504587525,95.0,3.258096538021482,57.2,3.2188758248682006,95.0,2.0943301541735866,95.0,0.09531017980432487,8.607557846977695,17.46196681444118,1.9315214116032138,1.916922612182061,0.737,2.7343675094195836,2.5416019934645457,9025.0,9025.0,9025.0
35,0,0,0,0,0,0,0,1,1,2012,0,1,75.1,4.736198448394496,0.66,6.32243252627382,95.0,2.9444389791664403,56.1,3.2188758248682006,95.0,1.965712776351493,95.0,0.09531017980432487,8.624400619281232,17.441605897735318,1.9315214116032138,1.916922612182061,0.732,2.7343675094195836,2.5416019934645457,9025.0,9025.0,9025.0
36,0,0,0,0,0,0,0,1,1,2011,0,1,74.9,4.762173934797756,0.56,6.23441472669076,95.0,4.727387818712341,55.0,3.2188758248682006,95.0,1.8389610707123492,95.0,0.09531017980432487,8.600293183905098,17.421539756511166,1.9315214116032138,1.916922612182061,0.7240000000000001,2.70805020110221,2.5416019934645457,9025.0,9025.0,9025.0
37,0,0,0,0,0,0,0,1,1,2010,0,1,74.7,4.787491742782046,0.45,6.067771638586006,95.0,4.6443908991413725,53.9,3.2188758248682006,95.0,1.8115620965242347,95.0,0.09531017980432487,8.403888913011384,17.402291891240836,1.9315214116032138,1.916922612182061,0.7140000000000001,2.681021528714291,2.5416019934645457,9025.0,9025.0,9025.0
38,0,0,0,0,0,0,0,1,1,2009,0,1,74.4,4.820281565605037,0.5,5.866648329351803,94.0,4.68213122712422,52.8,3.1780538303479458,94.0,1.8500283773520307,95.0,0.09531017980432487,8.26096617525377,15.08149347093518,1.9459101490553132,1.9315214116032138,0.705,2.6461747973841225,2.5572273113676265,8836.0,8836.0,9025.0
39,0,0,0,0,0,0,0,1,1,2008,0,1,74.1,4.844187086458591,0.46,3.7861688861783276,91.0,5.384495062789089,51.8,3.1780538303479458,92.0,1.6486586255873816,93.0,0.09531017980432487,6.207089637494888,15.064470876972422,1.9459101490553132,1.9315214116032138,0.6970000000000001,2.6100697927420065,2.5572273113676265,8281.0,8464.0,8649.0
40,0,0,0,0,0,0,0,1,1,2007,0,1,73.8,4.867534450455582,0.44,5.772449723667242,9.0,0.0,5.8,3.1780538303479458,95.0,1.572773928062509,95.0,0.09531017980432487,8.277966838134029,10.445143015094558,1.9459101490553132,1.9315214116032138,0.69,2.5877640352277083,2.5572273113676265,81.0,9025.0,9025.0
41,0,0,0,0,0,0,0,1,1,2006,0,1,73.4,4.890349128221754,0.36,5.603004761160019,8.0,6.851184927493743,49.8,3.1780538303479458,95.0,1.4724720573609429,95.0,0.09531017980432487,8.150646221844118,17.335317774131166,1.9600947840472698,1.9459101490553132,0.6859999999999999,2.5877640352277083,2.5726122302071057,64.0,9025.0,9025.0
42,0,0,0,0,0,0,0,1,1,2005,0,1,72.9,4.919980925828125,0.5,1.266644108986823,83.0,7.741967899820685,48.9,3.1354942159291497,88.0,1.4445632692438664,88.0,0.09531017980432487,3.4695529212073555,17.320720687453086,1.9600947840472698,1.9459101490553132,0.68,2.5649493574615367,2.5726122302071057,6889.0,7744.0,7744.0
43,0,0,0,0,0,0,0,1,1,2004,0,1,72.3,2.70805020110221,0.45,5.399942560068284,81.0,8.098642843759418,47.9,3.1780538303479458,86.0,1.5129270120532565,86.0,0.09531017980432487,7.863259916294093,15.004328200775426,1.9740810260220096,1.9600947840472698,0.6729999999999999,2.5416019934645457,2.5877640352277083,6561.0,7396.0,7396.0
44,0,0,0,0,0,0,0,1,1,2003,0,1,71.7,4.990432586778736,0.34,3.258808692071887,80.94046121593291,9.640498092674719,47.0,3.1780538303479458,87.0,1.5260563034950492,87.0,0.09531017980432487,5.688112201411935,14.992168176258437,1.9878743481543455,1.9600947840472698,0.6629999999999999,2.5257286443082556,2.5952547069568657,6551.35826184794,7569.0,7569.0
45,0,0,0,0,0,0,0,1,1,2002,0,1,71.6,4.983606621708336,0.36,5.007376552159703,80.94046121593291,8.676416696964216,46.1,3.1780538303479458,86.0,1.5539252025038417,86.0,0.09531017980432487,7.481745390959664,14.978519795249039,1.9878743481543455,1.9740810260220096,0.653,2.4932054526026954,2.6026896854443837,6551.35826184794,7396.0,7396.0
46,0,0,0,0,0,0,0,1,1,2001,0,1,71.4,4.983606621708336,0.23,5.003852821038969,80.94046121593291,7.8961806086154915,45.3,3.2188758248682006,89.0,1.5769147207285403,89.0,0.09531017980432487,7.4581042502953085,17.268419356588552,2.0014800002101243,1.9878743481543455,0.644,2.4765384001174837,2.617395832834079,6551.35826184794,7921.0,7921.0
47,0,0,0,0,0,0,0,1,1,2000,0,1,71.3,4.983606621708336,0.25,5.046362370576019,80.94046121593291,0.0,44.4,3.258096538021482,86.0,1.501852701754163,86.0,0.09531017980432487,7.472033307478495,14.952820025329517,2.0149030205422647,2.0014800002101243,0.636,2.4595888418037104,2.631888840136646,6551.35826184794,7396.0,7396.0
48,0,0,0,0,0,0,1,0,0,2015,0,1,52.4,5.817111159963204,80.94046121593291,0.0,64.0,4.77912349311153,23.3,4.59511985013459,7.0,4.405992900805995,64.0,1.0647107369924282,8.215221168362245,14.840094461055156,2.2300144001592104,2.2192034840549946,0.531,2.517696472610991,2.8622008809294686,4096.0,49.0,4096.0
49,0,0,0,0,0,0,1,0,0,2014,0,1,51.7,5.855071922202427,8.33,3.21749935797215,64.0,9.367344120785848,22.7,4.624972813284271,68.0,1.4609379041156565,64.0,1.0986122886681098,6.17443639241852,14.805968431670163,2.2512917986064953,2.2300144001592104,0.527,2.517696472610991,2.8791984572980396,4096.0,4624.0,4096.0
50,0,0,0,0,0,0,1,0,0,2013,0,1,51.1,5.87493073085203,8.1,3.609797631038728,77.0,9.050640993218508,22.1,4.663439094112067,67.0,1.6601310267496185,77.0,1.1939224684724346,6.185420008498344,14.77095853943948,2.2617630984737906,2.2512917986064953,0.523,2.517696472610991,2.89591193827178,5929.0,4489.0,5929.0
51,0,0,0,0,0,0,1,0,0,2012,0,1,56.0,5.883322388488279,8.24,5.549552719535908,75.0,8.402679804627477,21.5,4.709530201312334,75.0,1.4586150226995167,75.0,1.2809338454620642,8.433648523096771,12.466958895194791,2.2823823856765264,2.2617630984737906,0.508,2.424802725718295,2.91235066461494,5625.0,5625.0,5625.0
52,0,0,0,0,0,0,1,0,0,2011,0,1,51.0,5.8916442118257715,8.06,5.4843461767283666,72.0,7.27931883541462,21.0,4.7535901911063645,73.0,1.4770487243883548,71.0,1.252762968495368,8.366400275651035,17.00263008706968,2.2925347571405443,2.2823823856765264,0.495,2.341805806147327,2.928523523860541,5184.0,5329.0,5041.0
53,0,0,0,0,0,0,1,0,0,2010,0,1,49.6,5.902633333401366,7.8,5.260894487961259,77.0,7.0825485693553,2.4,4.804021044733257,81.0,1.4793292270870801,77.0,1.252762968495368,8.169204645533457,16.9669265641907,2.312535423847214,2.302585092994046,0.488,2.302585092994046,2.9496883350525844,5929.0,6561.0,5929.0
54,0,0,0,0,0,0,1,0,0,2009,0,1,49.1,5.91350300563827,7.01,5.365615821655336,61.0,7.940227765145702,19.8,4.852030263919617,63.0,1.6808279085207734,6.0,1.252762968495368,8.116370744459195,16.931225579366174,2.33214389523559,2.322387720290225,0.48,2.2512917986064953,2.970414465569701,3721.0,3969.0,36.0
55,0,0,0,0,0,0,1,0,0,2008,0,1,48.7,5.918893854273146,7.07,5.525095089453854,69.0,5.583496308781699,19.3,4.897839799950911,65.0,1.5769147207285403,69.0,1.2809338454620642,8.260900964340689,14.592972691761938,2.3513752571634776,2.341805806147327,0.46799999999999997,2.2082744135228043,2.990719731730447,4761.0,4225.0,4761.0
56,0,0,0,0,0,0,1,0,0,2007,0,1,48.2,5.929589143389895,6.35,5.224785699221859,73.0,6.922643891475888,18.8,4.9344739331306915,75.0,1.4770487243883548,73.0,1.2809338454620642,7.965489024308915,14.9133518828495,2.3608540011180215,2.3608540011180215,0.45399999999999996,2.163323025660538,3.005682604407159,5329.0,5625.0,5329.0
57,0,0,0,0,0,0,1,0,0,2006,0,1,47.7,5.945420608606575,5.84,3.2614328218169044,80.94046121593291,6.641182169740591,18.2,4.969813299576001,36.0,1.7119945007591924,34.0,1.252762968495368,5.57373130094313,14.631936754684391,2.379546134130174,2.3702437414678603,0.439,2.1041341542702074,3.0204248861443626,6551.35826184794,1296.0,1156.0
58,0,0,0,0,0,0,1,0,0,2005,0,1,47.4,5.948034989180646,5.04,4.59705183285554,80.94046121593291,5.556828061699537,17.7,5.003946305945459,39.0,1.62924053973028,38.0,1.2809338454620642,7.275859015063806,16.78861591266275,0.6931471805599453,2.388762789235098,0.426,2.0541237336955462,2.4765384001174837,6551.35826184794,1521.0,1444.0
59,0,0,0,0,0,0,1,0,0,2004,0,1,47.1,5.958424693029782,3.53,2.2891733057069223,80.94046121593291,3.4011973816621555,17.2,5.030437921392435,4.0,1.742219023667919,4.0,1.252762968495368,4.961924206800165,16.752856917549373,0.7884573603642702,0.7419373447293773,0.415,2.0014800002101243,1.1939224684724346,6551.35826184794,16.0,16.0
60,0,0,0,0,0,0,1,0,0,2003,0,1,46.8,5.963579343618446,3.49,3.6091187602749266,80.94046121593291,7.087573705557973,16.8,5.049856007249537,4.0,1.6882490928583902,4.0,1.2237754316221157,6.659894195892075,14.41619699521707,0.8754687373538999,0.832909122935104,0.406,1.9315214116032138,1.308332819650179,6551.35826184794,16.0,16.0
61,0,0,0,0,0,0,1,0,0,2002,0,1,46.5,5.971261839790462,2.82,3.2203923543558357,80.94046121593291,9.388151773292252,16.3,5.062595033026967,37.0,1.5325568680981427,41.0,1.1939224684724346,6.568333097950245,16.68185427406064,0.9162907318741551,0.9162907318741551,0.401,1.8718021769015913,1.3862943611198906,6551.35826184794,1369.0,1681.0
62,0,0,0,0,0,0,1,0,0,2001,0,1,45.7,3.8066624897703196,2.58,3.4455311696510735,80.94046121593291,9.110188490025742,15.8,5.075173815233827,41.0,1.8531680973566984,38.0,1.1314021114911006,6.267520692735661,16.64773912316728,0.9932517730102833,0.9932517730102833,0.391,1.8082887711792655,1.4816045409242156,6551.35826184794,1681.0,1444.0
63,0,0,0,0,0,0,1,0,0,2000,0,1,45.3,3.8918202981106265,1.85,2.8262179058750525,80.94046121593291,7.705262474866325,15.4,5.081404364984463,3.0,1.332366019094335,28.0,1.0986122886681098,6.321302219852404,14.313205348437064,1.0647107369924282,1.0647107369924282,0.382,1.7227665977411035,1.5686159179138452,6551.35826184794,9.0,784.0
64,0,0,0,0,0,0,1,0,1,2015,0,1,76.4,2.6390573296152584,80.94046121593291,0.0,99.0,0.0,47.7,0.0,86.0,4.405992900805995,99.0,0.18232155679395465,9.515465975066057,16.459632026289956,1.4586150226995167,1.4586150226995167,0.784,2.7013612129514133,2.028148247292285,9801.0,7396.0,9801.0
65,0,0,0,0,0,0,1,0,1,2014,0,1,76.2,4.882801922586371,8.56,7.793174253954877,99.0,0.0,47.0,0.0,96.0,1.8779371654691073,99.0,0.18232155679395465,9.46415253044146,16.459632026289956,1.4586150226995167,1.4586150226995167,0.782,2.7013612129514133,2.028148247292285,9801.0,9216.0,9801.0
66,0,0,0,0,0,0,1,0,1,2013,0,1,76.1,4.897839799950911,8.58,7.597110465009863,99.0,0.0,46.4,0.0,98.0,1.8453002361560848,99.0,0.18232155679395465,9.411308999779358,16.459632026289956,1.4586150226995167,1.4586150226995167,0.7809999999999999,2.7013612129514133,2.028148247292285,9801.0,9604.0,9801.0
67,0,0,0,0,0,0,1,0,1,2012,0,1,75.9,4.90527477843843,8.18,7.676580197040668,98.0,0.0,45.7,0.0,97.0,1.8547342683894434,98.0,0.18232155679395465,9.438785204236783,16.459632026289956,1.4586150226995167,1.4586150226995167,0.778,2.6946271807700692,2.028148247292285,9604.0,9409.0,9604.0
68,0,0,0,0,0,0,1,0,1,2011,0,1,75.7,4.919980925828125,7.84,7.502117674080872,99.0,0.0,45.1,0.0,99.0,1.8946168546677629,99.0,0.09531017980432487,9.386840844921688,16.459632026289956,1.4586150226995167,1.4586150226995167,0.782,2.714694743820879,2.028148247292285,9801.0,9801.0,9801.0
69,0,0,0,0,0,0,1,0,1,2010,0,1,75.6,4.9344739331306915,7.84,7.593352498679419,98.0,0.0,44.4,0.0,99.0,1.891604804197771,98.0,0.09531017980432487,9.403261895099131,16.459632026289956,1.4586150226995167,1.4586150226995167,0.7829999999999999,2.714694743820879,2.028148247292285,9604.0,9801.0,9604.0
70,0,0,0,0,0,0,1,0,1,2009,0,1,75.4,2.70805020110221,7.82,5.013024008844174,98.0,0.0,43.8,0.0,98.0,1.7681496035889213,99.0,0.09531017980432487,7.180425424187216,16.459632026289956,1.4816045409242156,1.4586150226995167,0.7879999999999999,2.7212954278522306,2.0412203288596382,9604.0,9604.0,9801.0
71,0,0,0,0,0,0,1,0,1,2008,0,1,75.2,4.962844630259907,8.27,5.202776642420411,98.0,0.0,43.2,0.0,99.0,1.7387102481382397,99.0,0.09531017980432487,7.295951623248969,16.459632026289956,1.4816045409242156,1.4586150226995167,0.7859999999999999,2.7343675094195836,2.0412203288596382,9604.0,9801.0,9801.0
72,0,0,0,0,0,0,1,0,1,2007,0,1,75.0,4.976733742420574,8.64,5.556698828638881,97.0,0.0,42.6,0.0,98.0,1.6620303625532709,99.0,0.09531017980432487,9.564743353361457,16.459632026289956,1.4816045409242156,1.4586150226995167,0.7809999999999999,2.740840023925201,2.0412203288596382,9409.0,9604.0,9801.0
73,0,0,0,0,0,0,1,0,1,2006,0,1,74.8,4.983606621708336,8.93,5.381346506237099,99.0,0.0,42.0,0.0,99.0,1.6752256529721035,99.0,0.09531017980432487,9.451354785537198,16.459632026289956,1.4816045409242156,1.4816045409242156,0.773,2.7536607123542622,2.0541237336955462,9801.0,9801.0,9801.0
74,0,0,0,0,0,0,1,0,1,2005,0,1,74.6,4.997212273764115,8.15,7.283865851704862,99.0,0.0,41.4,0.0,98.0,1.6882490928583902,99.0,0.09531017980432487,9.33899203619325,16.459632026289956,1.5040773967762742,1.4816045409242156,0.0,0.0,2.066862759472976,9801.0,9604.0,9801.0
75,0,0,0,0,0,0,1,0,1,2004,0,1,74.4,5.0106352940962555,7.28,3.172327133241203,97.0,0.0,4.8,0.0,97.0,1.6505798557652755,97.0,0.09531017980432487,7.210698357634711,16.459632026289956,1.5040773967762742,1.4816045409242156,0.0,0.0,2.066862759472976,9409.0,9409.0,9409.0
76,0,0,0,0,0,0,1,0,1,2003,0,1,74.2,5.0238805208462765,7.16,7.055369148053145,99.0,0.0,4.1,0.0,99.0,1.7101878155342434,99.0,0.09531017980432487,9.184081152798269,16.459632026289956,1.5040773967762742,1.5040773967762742,0.0,0.0,2.0794415416798357,9801.0,9801.0,9801.0
77,0,0,0,0,0,0,1,0,1,2002,0,1,74.0,5.0369526024136295,7.21,6.833470844875305,99.0,0.0,39.5,0.0,93.0,1.6882490928583902,98.0,0.09531017980432487,9.147157353276612,16.459632026289956,1.5260563034950492,1.5040773967762742,0.0,0.0,2.0918640616783932,9801.0,8649.0,9604.0
